time step, layer, countries that become infected 
0,0,United States
0,1,United States
0,2,United States
0,3,United States
0,4,United States
1,1,Barbados
1,1,Dominican Republic
1,1,Paraguay
1,1,Solomon Islands
1,2,Afghanistan  Islamic Republic of
1,2,Algeria
1,2,Andorra
1,2,Anguilla
1,2,Argentina
1,2,Azerbaijan  Republic of
1,2,Barbados
1,2,Bhutan
1,2,Bosnia and Herzegovina
1,2,Cambodia
1,2,Chile
1,2,Congo  Republic of
1,2,Curacao & St. Maarten
1,2,Dominica
1,2,Ecuador
1,2,El Salvador
1,2,Ethiopia
1,2,Gabon
1,2,Georgia
1,2,Ghana
1,2,Grenada
1,2,Guyana
1,2,Jamaica
1,2,Kenya
1,2,Liberia
1,2,Madagascar
1,2,Mali
1,2,Marshall Islands  Republic of
1,2,Moldova
1,2,Morocco
1,2,Namibia
1,2,Nicaragua
1,2,Nigeria
1,2,Oman
1,2,Paraguay
1,2,Qatar
1,2,Samoa
1,2,Senegal
1,2,St. Kitts and Nevis
1,2,Suriname
1,2,Syrian Arab Republic
1,2,Tajikistan
1,2,Togo
1,2,Trinidad and Tobago
1,2,Uganda
1,2,Uruguay
1,2,Vanuatu
1,2,Virgin Islands  British
1,2,Zambia
1,3,Argentina
1,3,China  P.R.: Mainland
1,3,India
1,3,Mexico
2,2,Albania
2,2,Angola
2,2,Armenia  Republic of
2,2,Bahamas  The
2,2,Cameroon
2,2,Cook Islands
2,2,Gambia  The
2,2,Guatemala
2,2,Haiti
2,2,Libya
2,2,Malawi
2,2,Mozambique
2,2,Nepal
2,2,San Marino
2,2,Serbia  Republic of
2,2,St. Lucia
2,2,Taiwan Province of China
2,2,Tunisia
2,2,Zimbabwe
3,0,Mauritania
3,1,Rwanda
3,1,Sao Tome and Principe
3,1,West Bank and Gaza
3,2,Antigua and Barbuda
3,2,Monaco
3,2,Tanzania
5,2,Jordan
5,2,Yemen  Republic of
